Column1,Column2
A mirror view of Afghanistan war,"Taliban fighters, wielding American weapons, equipment and uniforms, storm into the Kabul airport to secure the premises and inspect the equipment left behind after the U.S. troops withdrawal, in Kabul, Afghanistan, August 31, 2021. /Getty

Taliban fighters, wielding American weapons, equipment and uniforms, storm into the Kabul airport to secure the premises and inspect the equipment left behind after the U.S. troops withdrawal, in Kabul, Afghanistan, August 31, 2021. /Getty

Editor's note: M. Alam Brohi is a former member of the foreign service of Pakistan who retired after serving seven years as ambassador to the Kyrgyz Republic and the Islamic Republic of Sudan. The article reflects the author's opinions and not necessarily those of CGTN.

Celebratory gunfire resounded across the Afghan capital on August 31 as the Taliban took control of the airport following the withdrawal of the last U.S. troops, marking the end of a 20-year war. After the departure of the last flight, a Taliban spokesman called it a ""historic day and a historic moment."" ""We are proud of these moments, that we liberated our country from a great power,"" he added. This, indeed, was a sobering day for the U.S. leadership.

After long 18 years of bloodletting and prevarication, America's leaders finally came to seriously realize the improbability of finding any other resolution of the Afghanistan war than sitting across the table with the Taliban. The talks culminated in the peace agreement of February 2020 that paved the way for the evacuation of foreign forces from the country and the return of Taliban to power.

The war brought disaster not only to Afghanistan but also inflicted a heavy price on Pakistan in human lives and economic loss. The Brown University's report ""Costs of War Project"" of 2018 made painful revelations for the world and the American public that had largely remained indifferent to the loss of American lives in wars waged in far-off regions of Southwest Asia and the Middle East. The report says that the number of war-related killings in Pakistan was as high as 65,000 in all these years. These included civilians and security personnel.

The report adds, ""As of October 2018, the fatalities in Afghanistan stood over 147,000 people, encompassing Afghan security forces, civilians and opposition fighters. Some 6,334 American soldiers and contractors, as well as more than 1,100 allied troops also lost their lives between 2001 and 2018."" The true number of the Americans injured, disabled, or inflicted with psychological diseases was kept a guarded secret lest it may provoke public unrest reviving the bitter reminiscences of the Americans' outrage over the Vietnam casualties.

The U.S. remained involved in wars in Afghanistan, Iraq and Syria, and many other countries, and extended coalition support funds to its allies in anti-terrorist wars including Pakistan in the past 17 years. However, this financial assistance to Pakistan was stopped in 2017 because of differences between the two countries on the Afghanistan conundrum. The Brown University report suggests the U.S. spent over $5.6 trillion on its war on terrorists in Afghanistan, Iraq and Syria.

The U.S. funding of reconstruction programs in Iraq and Afghanistan ranges between $170-180 billion. Most of these funds had gone towards arming security forces in both countries, while the money allocated to humanitarian relief and rebuilding civil society was lost to corruption, fraud, waste and abuse by the leaders installed in power by the U.S. There was no accountability system in place to ensure transparency in spending the funds. They escaped scot-free with their loot.

Pakistan had been steadfastly counseling the American leadership to recognize the ground reality and start direct talks with the Taliban to bring an end to the festering Afghan war. The former Donald Trump administration tried hard its policy of ""maximum pressure and engagement"" on Pakistan. There was no dearth of rabid voices in the American Congress and Senate calling Pakistan one of the top ""frenemies"" in the American foreign policy due to its alleged tolerance of Taliban sanctuaries on its soil even if it cooperated with the U.S. in Afghanistan in other ways."
Xi Jinping: China won't build new coal-fired power projects abroad,"Chinese President Xi Jinping said on Tuesday that China will step up support for other developing countries in promoting green and low-carbon energy, and will not build new coal-fired power projects abroad. Xi made the announcement during his speech via video link at the General Debate of the 76th session of the United Nations General Assembly."
Xi: Democracy not special right reserved for an individual country,"Chinese President Xi Jinping said on Tuesday that democracy is not a special right reserved for an individual country, but a right for the people of all countries to enjoy. A world of peace and development should embrace civilizations of various forms and must accommodate diverse paths to modernization, President Xi said in his statement delivered via video at the general debate of the 76th session of the United Nations General Assembly."
'F in Ethics': UN chief's verdict on global COVID-19 vaccine rollout,"United Nations Secretary-General Antonio Guterres denounced the world on Tuesday for the inequitable distribution of COVID-19 vaccines, saying, ""We passed the science test, but we are getting an F in ethics."""
China urges U.S. to respect human rights of elderly people,"China urges the U.S. to respect the human rights and dignity of the elderly, attach great importance to their right to life and health, and ensure that they are free from poverty and discrimination, Jiang Duan, minister of the Chinese mission to the United Nations (UN) in Geneva, said during a dialogue with the independent expert on the rights of older persons at the 48th session of the UN Human Rights Council on Monday."
"Taliban say they will consider women, Hazaras for government positions","The Taliban will consider women and members of the Hazara ethnic minority for government positions, spokesperson Zabihullah Mujahid said on Tuesday, after unveiling the remaining positions in the all-male cabinet. Girls will also be allowed to return to school ""as soon as possible,"" he said."
United Russia retains 'constitutional majority' in lower house,"Russia's Central Election Commission said the ruling United Russia party has retained a ""constitutional majority"" in the lower house of parliament, with over 49 percent of the votes, according to preliminary results. The results will be officially confirmed on Friday."
"What's the Uygur Tribunal, and who's behind?","Recently, the Uygur Tribunal held another set of hearings. Since its establishment in 2020, it has repeatedly stirred up disputes. However, this tribunal is not a legitimate legal institution. It operates on the principle of presumption of guilt. And the experts invited and the sponsors attracted are all famous anti-China figures and groups."
Why is white supremacy so rampant in America?,"White supremacy has never really been wiped out in the history of the United States. Even in the harshest of crackdowns, it is only lurking beneath the surface, waiting to rise as soon as social tensions flare up. White supremacy is now considered a systemic problem in American society. Its adherents may be found in law enforcement and even political arena across the country. Why is white supremacy so rampant in America today? And what does that mean for minority groups?"
Why politicizing COVID-19's origin investigation is dangerous,"In recent days, to stigmatize China, the United States has politicized the investigation into COVID-19's origin and revived the ""lab leak theory,"" which has been proven as extremely unlikely by scientists and a WHO report. Although the U.S. has a history of playing this political trick, it is particularly dangerous this time in the face of a pandemic outbreak."
Leaks and spills: What happened in the U.S. coronavirus labs?,"The World Health Organization (WHO) has confirmed that COVID-19 was ""likely and very likely"" introduced through an intermediate host. However, many people, including U.S. scientist Ralph Baric, were reluctant to accept the finding. As scientists who have been dealing with the coronavirus for years, perhaps their obsession with the ""laboratory leak theory"" is actually due to some real dangerous stories from inside the labs around them."
Summer of extremes: Has climate change made them worse?,"An extreme heatwave is sweeping through western parts of the U.S, triggering devastating wildfires. Meanwhile, heavy rainfall led to floods, causing massive casualties in western Europe and Asia. Why have there been so many extreme weather events around the globe? Can they be attributed to climate change?"
Why is Bloomberg's COVID Resilience Ranking flawed?,"Bloomberg's recent COVID Resilience Ranking has confused the world. It ranks the U.S., which has recorded the most confirmed COVID-19 cases and deaths, as number one. Meanwhile, places like the Chinese mainland and Australia, which have often been praised for their decisive COVID-19 measures, rank lower than expected. Why is the public so skeptical about this report? And what's wrong with its methodology?"
What was behind the Florida condo collapse?,"The Florida condo collapse search and rescue efforts transitioned to a recovery operation on July 7. As of July 11, over 90 people had been confirmed dead, while some 31 people remained missing. How did the disaster happen?"
Elephants' adventure: A meaningful dialogue between humans and nature,"The northward migration of Asian elephants in southwest China's Yunnan Province has been attracting great attention at home and abroad. Along the way, these international stars have struck a chord with many netizens and prompted people to envisage better ways to live in harmony with nature."
"When it comes to spying, U.S. 'dominates' the world","Ahead of Joe Biden's upcoming trip to Europe, the U.S. National Security Agency spying scandal has once again rocked European politics. A special report by Danish public broadcaster Danmarks Radio revealed on May 30 that, relying on its partnership with Denmark's intelligence service, the U.S. National Security Agency used Danish information cables to spy on leaders and senior officials of European allies, including German Chancellor Angela Merkel. How does this scandal relate to Edward Snowden's revelations in 2013? What exactly is America's global surveillance operation? And how is the world reacting to this?"
Why do Western countries always play the 'Tibet card'?,"Since the Yuan Dynasty (1271-1368), Tibet has been part of China and under the administrative jurisdiction of the Chinese government. But some Western officials, scholars, and media outlets are always misleading people and propagandizing ""Tibet independence."" What are the reasons behind this?"
Is Biden's vaccine patent waiver another empty promise?,"The U.S. government announced earlier this month that it would support a patent waiver for the COVID-19 vaccine. This is what Joe Biden promised when he was running for presidency. However, as soon as the news broke, controversy erupted. Vaccine makers, led by Pfizer, and international forces, led by the European Union, have been vocal in their opposition. Will the Biden administration's proposal really help the world fight the pandemic as promised? Or is it another blank check that can't be fulfilled?"
How can brutal U.S. cops be held accountable?,"For a long time, it is not uncommon to see violent law enforcement by the U.S. police, especially against African Americans. This is a microcosm of the problem of racial discrimination in the U.S. However, few American police officers have been convicted for their brutality. What is the reason behind this? And how can the U.S. police be held accountable?"
Vertical- Video,"Go Hainan: The 'tree of life' and its many uses

00:34 00:34"
Vertical- Video,"Go Hainan: The 'tree of life' and its many uses

00:34 00:34"
Vertical- Video,"Go Hainan: The 'tree of life' and its many uses

00:34 00:34"
Vertical- Video,"Go Hainan: The 'tree of life' and its many uses

00:34 00:34"
Vertical- Video,"Go Hainan: The 'tree of life' and its many uses

00:34 00:34"
Vertical- Video,"Go Hainan: The 'tree of life' and its many uses

00:34 00:34"
Vertical- Video,"Go Hainan: The 'tree of life' and its many uses

00:34 00:34"
Vertical- Video,"Go Hainan: The 'tree of life' and its many uses

00:34 00:34"
Vertical- Video,"Go Hainan: The 'tree of life' and its many uses

00:34 00:34"
Vertical- Video,"Go Hainan: The 'tree of life' and its many uses

00:34 00:34"
Vertical- Video,"Go Hainan: The 'tree of life' and its many uses

00:34 00:34"
Vertical- Video,"Go Hainan: The 'tree of life' and its many uses

00:34 00:34"
Vertical- Video,"Go Hainan: The 'tree of life' and its many uses

00:34 00:34"
6.49 million pieces of data: The secrets of Fort Detrick,"Fort Detrick was suddenly shut down after many violations were detected in 2019, followed by a series of ""coincidences,"" including unknown pneumonia. What on earth was going on? What happened there? A reporter who has long been covering Fort Detrick uses 6.49 million pieces of data to reconstruct what happened."
Satellite images reveal hidden secrets about Fort Detrick,"Six satellite images of the U.S. army's biological base Fort Detrick reveal the untold stories about the eight-month suspension of the mysterious military base, according to a video commentary published on Chinese social media account Yuyuan Tantian."
Transcript: Liu Xin interviews Sten Vermund on virus origins tracing,"25:30

The U.S. intelligence community has failed to shed any new light on the origins of SARS-CoV-2, and no evidence had been found to suggest that a lab in Wuhan was unsafe or tinkering with the virus. This did not come as a surprise for many given the deep scientific nature of thus task. But where should people look next? What is holding up the progress of the COVID-19 origins study? What are the ramifications of the anti-China rhetoric peddled by politicians in some countries on cross-border scientific cooperation? Earlier, Liu Xin spoke with Prof. Sten Vermund, Dean of the Yale School of Public Health. He is an infectious disease epidemiologist focusing on diseases in low and middle-income countries. Below is a transcript of the interview. Liu Xin: Let's talk about the origins tracing study of COVID-19. Where most likely do you think COVID-19 originated? How do you regard the equivalence given by some in the scientific community to both the natural origins hypothesis and the lab leak hypothesis? Dr. Sten Vermund: These are excellent questions. We believe that coronaviruses are largely in bat populations. There were four coronaviruses circulating in humans before SARS. Then we had SARS, then we had MERS. Now we have the novel coronavirus. So that makes seven in total. The previous six seemed to be of natural origin. We have not had the good fortune in the case of novel coronavirus to identify a clear intermediate animal host. There's been an intensive search, but it's not obvious whether something similar to SARS occurred, such as a wet market exposure in sort of the exotic food industry, or whether there was some other exposure. The lab accidents hypothesis doesn't have any evidence to back it up, so it remains just that 每 just a hypothesis. Liu Xin: But by and large, you believe the novel coronavirus came from nature? Dr. Sten Vermund: It's far more likely that it came from nature than through some laboratory accident. The virology lab in Wuhan, as with modern virology labs around the world, take extraordinary precautions for the security of their products and the personal protective equipment for virologists working with potentially serious agents is very fastidious. And I think it would be very improbable that a lab accident were responsible for this release.

The Chinese Center for Disease Control and Prevention, Beijing, China, September 1, 2020./ CFP The Chinese Center for Disease Control and Prevention, Beijing, China, September 1, 2020./ CFP

Liu Xin: There have been multiple studies about possible earlier emergence of SARS-CoV-2 in other parts of the world, prior to Wuhan. For instance, in Europe, in Italy, there has been this paper where researchers believe or assess that there is a high possibility that COVID-19 was already circulating in northern Italy in late June to late August of 2019. And similar studies also emerged in the other parts of the world, for instance, in the United States. You must have also read where they analyzed blood samples from the American Red Cross, where they found that, you know, the actual emergence time of this disease is earlier than the believed January of 2020. Instead, it's believed to be somewhere in early December 2019, if not earlier. So, what do these findings tell you, reveal to you, about what may have happened before Wuhan? Dr. Sten Vermund: These are intriguing and confusing reports. We had the same phenomenon with HIV. HIV was not recognized until about 1981. But there are a number of studies looking at blood samples from 1975, even 1965, there's one study from the 1950s, stating that there was HIV and humans at that time. Unfortunately, it's hard to replicate these studies when they come from unique blood specimens. One can't be absolutely sure. We rely very heavily on replication in science. The studies from Italy, the United States and elsewhere, suggesting that novel coronavirus, the SARS-CoV-2, actually was in humans well before the Wuhan outbreak, that falls in the same category. Very intriguing and very suggestive, but not very definitive, because we would like to see replication. In these other reports, they were not associated with a clinical outbreak. So we didn't fill up the hospitals with patients. If this virus was circulating, perhaps it was a different strain, a different variant. Perhaps it was not as pathogenic to humans. These are the sorts of things people are trying to investigate right now. Liu Xin: Where do you think people should look next for clues if finding the origins of SARS-CoV-2 is very important? Dr. Sten Vermund: The tie between bats, intermediate hosts and humans is the most productive line of investigation, in my view.

Bat sampling in a laboratory in Ratchaburi Province, Thailand, September 12, 2020. /CFP Bat sampling in a laboratory in Ratchaburi Province, Thailand, September 12, 2020. /CFP

Liu Xin: So, you must have been reading the press. And obviously, there has been, I don't know whether you notice, but there has been a large volume of reports, even editorials pointing to the Wuhan lab leak hypothesis and pressing China to open it up or to accept audits, even if scientists have already visited. What do you make of such a push for so-called greater transparency on China? Dr. Sten Vermund: I don't think it should be unique to China. I think all of the world's virology labs and biology labs that handle potentially dangerous substances should cooperate with the World Health Organization, and they should cooperate with each other to try to maintain safety standards at the highest level. This is why licensure of such labs is done in China, as well as it is also done in Europe and North America, why there are rigorous safety protocols in place where you can have spot audits, where visitors come in representing regulatory agencies to check that everything is being done properly. We've had quite a number of laboratory errors around the world, including in the United States, so we must maintain a strong level of security and vigor. In the United States, you may recall, in 2001, the month after 9/11, we had the anthrax outbreak, and this was a bioterrorism event that seems to have been promulgated by a former employee of a major bio-secure laboratory. And it looks like he stole the anthrax spores from the laboratory and used them for domestic bio terrorism. So how can someone take a product and deliberately removed it from the lab, and nobody else knows? That's an example of where we have to be very vigilant in laboratories. And that goes for Fort Detrick, Maryland, and that goes for the CDC and that goes for the China CDC and that goes for the Wuhan virology labs. All of them need to be guaranteed secure and safe. I have no evidence that the Wuhan lab was not doing a good job. In fact, the WHO investigation suggests that it was doing a good job. And now the Biden administration, those data are not available fully yet, but they seem to be, from the executive summary, there is no information to suggest the Wuhan lab was unsafe in any way.

The Wuhan Institute of Virology in Wuhan, central China's Hubei Province, January 14, 2021. /CFP The Wuhan Institute of Virology in Wuhan, central China's Hubei Province, January 14, 2021. /CFP

Liu Xin: Yeah, exactly. As you mentioned, on August the 27th, the U.S. intelligence community after a 90-day investigation, failed to come to any kind of conclusive assessment as to the origins of COVID-19. Of course, we do not know the full content of that report. What is your comment on what we know from the report and its findings? Dr. Sten Vermund: I only know what I've read, which is limited, similar to what you've read. It looks like it will be an inconclusive report. They will not be able to assess the Wuhan lab security, and they will not be able to make any kind of conclusion. It seems not to have been a fruitful investigation. My own view is that the intelligence agencies of the United States may do a fine job in assessing political or military vulnerability or risk, but I'm not sure they're the most qualified to evaluate a virology lab. Liu Xin: What do you think has led to the current impasse or pause, let's say, in the progress toward understanding the origins of the virus? What do you think are the forces, if there are any, that have been behind such a stalemate? Dr. Sten Vermund: That's an excellent question. Scientists like to collaborate with each other. And politics rarely interferes. We would like to get to the bottom of a mystery and find out where, for example, coronavirus came from. I would love to have a bilateral arrangement, the Chinese government, U.S. government, both fund teams, that would actually work together. Study bat virus, coronaviruses, study potential intermediate hosts, try to get to the bottom of the origin of the virus. If they want to look at laboratory safety, they can do that too. Right now, our collegial relations are not what they used to be. I can imagine a study like that being done 10 years ago, and both governments being very supportive. But today, we are paying the price of the anti-Sino rhetoric of our previous president. And I think our Congress has, unfortunately, taken a sort of negative view of China. But we scientists don't share this view. We think that Chinese science is powerful, and Chinese scientists are among the leading thinkers worldwide. We welcome the opportunity to collaborate with Chinese scientists to get to the bottom of important medical mysteries.

U.S. President Donald Trump holds a protective mask during the first presidential debate in Cleveland, Ohio, U.S., September 29, 2020. /Getty Images U.S. President Donald Trump holds a protective mask during the first presidential debate in Cleveland, Ohio, U.S., September 29, 2020. /Getty Images

Liu Xin: Who should be leading this job? I mean, right now, there has been a mechanism under the mandate of the World Health Assembly resolution. A group of international scientists have been selected to come and collaborate with Chinese scientists, and they did some job, and they came up with a report. But so far, it has been stalled. The report has come under a lot of criticism that these group of scientists have to come out and publish an explanatory opinion piece in a scientific magazine most recently. So, who should be assigned to do this very important job under the existing environment that we have? Dr. Sten Vermund: First of all, I don't think you can get to the bottom of a major scientific question with a two-month review. Where do these viruses come from? Are they actually of bat origin, which is what we think? Which animals might they be infecting? Which animals might be most likely to result in human infection? These are the big questions, and these cannot be answered in 30, 60, 90 days. So we're going to need strong multidisciplinary teams of scientists, preferably an international team, which will increase the credibility of science, I think. Liu Xin: Yeah, indeed, you're talking about a very ideal situation, but it seems to be very difficult at this moment, right? To have this kind of pure ideal scientific collaboration. But anyway, that's the kind of wish or idea that should be expressed to, you know... Dr. Sten Vermund: I don't think we should give up. I don't think we should give up because top Chinese scientists are best friends of top American and European scientists. These people can work together like that. So, I think it may be time for some of our political leaders to let bygones be bygones.

U.S. President Joe Biden speaks during a ceremony celebrating the 31st anniversary of the Americans with Disabilities Act at the White House in Washington, D.C., July 26, 2021. /Xinhua U.S. President Joe Biden speaks during a ceremony celebrating the 31st anniversary of the Americans with Disabilities Act at the White House in Washington, D.C., July 26, 2021. /Xinhua

Liu Xin: I hope that is the case, too. Let's talk a bit about the new variant, the kind of threat that COVID-19 continues to pose to us. Now, at this moment, a new variant called Mu has just been added to the WHO's list of variants of interests. And cases of this variant have been reported in the U.S., in Colombia, and the Republic of Korea and Europe. How serious a threat is this likely to pose based on what we saw about Delta already? Dr. Sten Vermund: We don't know yet. We simply don't have enough information. The same is true for Lambda variant, which was also described not long ago. RNA viruses mutate at very high rates. And that's true for HIV, that's true for influenza, and it's true for coronavirus. Because we have so many people around the world who are infected with coronavirus, the replication happening in humans is happening, multiplies by millions and millions of people. So there inevitably will be variants that emerge that are not self-destructing. Most variants cause a defect in the virus that makes it less competitive and less able to replicate. But occasionally, a mutation, such as the one in the Delta variant, can actually give the virus a competitive advantage in survival. That's why in my state of Connecticut here in the United States, it's almost all Delta, because it's crowded out the other variants. Liu Xin: Is there anything that people can do to try to tame or at least slow down the rate of mutation? Or it's really out of our control, and we can only try to catch up with the speed of vaccination and to add booster shots, to try to tame the new variants? Dr. Sten Vermund: There are definitely two things that people can do to try to help tame variants. Number one is to get vaccinated because if you stimulate your immune response to see the virus through the vaccine, and then if you do get infected later on, we would expect much milder disease. And that will likely reflect much less viral activity and viral replication. Second way is what China has done, which is a rigorous public health application of classic tools, such as masks, physical distancing, control of transportation, indoor air quality, outdoor activities, widespread testing, hand hygiene. So, all of these traditional public health strategies also reduce replication of virus by limiting viral spread.

A worker prepares to receive his COVID-19 vaccine in Antipolo City, Philippines, August 17, 2021. /Getty Images A worker prepares to receive his COVID-19 vaccine in Antipolo City, Philippines, August 17, 2021. /Getty Images

Liu Xin: So, there are two different kinds of approach. One is what China does - try to get it down to zero. And the other is like, for instance, in the UK where they vaccinate as many people as possible, but then try to live with it. And then you have something, which is happening in the United States. You have a certain population, which refuses to be vaccinated. So, in this kind of mixture of responses, is the virus always going to find some kind of free room to develop, to flourish, and to mutate and continue to exist? How long is it going to last? Dr. Sten Vermund: If in places like the UK and the U.S. we can achieve herd immunity, such that enough people are vaccinated, that the rest of the transmission cycle sort of dies out. You end up with very few new infections. Because if you have an infectious person, but most of the people around this person are immune, then that's severely limits the spread of the virus. China can accomplish the same thing with widespread vaccination. So at that point, perhaps society can more or less get back to normal. However, I think the donor nations, like China, the Europeans, North Americans, will be under a strong self-interested as well as humanitarian motive to help the low-income countries also vaccinate their populations. Because if we control viral spread in middle-income and high-income countries, then it will still be seen in low-income countries. So, it's in everyone's self-interest to enable them to also vaccinate. I was in the country of Chad last week in central Africa, and less than one-tenth of one percent of the population has been vaccinated to date. There are many countries that have received a small fraction of the vaccine that they need and have deployed even less. In so far as we're able to help those nations cover their population, then we can have a more definitive global solution.

A COVID-19 patient speaks to medical staff, at the Farcha provincial hospital in N'Djamena, Chad, April 30, 2021. /VCG A COVID-19 patient speaks to medical staff, at the Farcha provincial hospital in N'Djamena, Chad, April 30, 2021. /VCG

Liu Xin: How about the situation in those countries that you just mentioned? For instance, of course they don't have the protection of the vaccine, but is the virus running rampant or with some traditional measures, they are able to more or less keep things under control? Dr. Sten Vermund: It's a mixed setting. Some countries like South Africa, India, Brazil have struggled mightily and have had tremendous pandemic spread. Other countries, like the one I was in, in Chad, have not seen much serious COVID today, partly because of relative isolation and strong border controls, particularly airport controls. The borders themselves are quite porous. So, people for example in N'Djamena, the capital of Chad, is right across the river from Cameroon, and the bridges are full of people coming and going all hours of the day and night. So, the borders themselves are porous, but the airports are the most notorious for people bringing virus in from far away. There, they've had very rigorous control. Testing is required before they get on the airplane, testing is required as soon as they arrive. In fact, most of the testing in Chad has been done on travelers. So, to date, they don't have a serious epidemic. And it gives us the opportunity, it's a limited window of time, to aggressively vaccinate before they have a huge surge of virus.

A doctor's office advertises the COVID-19 vaccine in a neighborhood near Brighton Beach in the Brooklyn borough of New York City, July 26, 2021. /CFP A doctor's office advertises the COVID-19 vaccine in a neighborhood near Brighton Beach in the Brooklyn borough of New York City, July 26, 2021. /CFP"
Chinese officials slam U.S. manipulation of COVID-19 origins tracing,"The United States has been using the COVID-19 pandemic as a tool of political manipulation against China despite China's openness, transparency and cooperation with all parties in tracking down the origins of the lethal virus, said Chinese ambassador Anwar Habibullah to Bahrain recently.

In an op-ed in Bahrain's the Daily Tribune, the ambassador said that while the international community is working hard to overcome the epidemic, ""the United States, out of its own interests, neglected the international consensus of fighting against COVID-19 corporately and scientifically.""

The so-called report on the origins of COVID-19 compiled by the U.S. intelligence community recently ""is a mendacious report made up for political purposes,"" stressed the Chinese ambassador.

""China has always followed the principles of openness, transparency, and responsibility to introduce the virus information to the world, share the genome sequence of the virus, and carry out anti-epidemic cooperation.""

The first suspicious COVID-19 case found in China was reported to local authorities on December 27, 2019 and an emergency notice was later issued. On December 31, 2019, China reported relevant information to the World Health Organization (WHO), the diplomat said.

He stressed China has demonstrated a scientific, professional, serious, and responsible attitude from the beginning, and since last year invited WHO experts twice to China to track down patient zero.

""China's open and transparent attitude on the issue of COVID-19 origins tracing was fully affirmed by international experts,"" stated the Chinese ambassador."
Where are the blood samples from early phase of COVID-19?,The blood samples collected during the early phase of the COVID-19 outbreak in China have been kept in the Wuhan Blood Center. Why can't we use them for research now? Will the stored samples be used in future research? Check the video to find out.
China urges U.S. to support int'l origins tracing cooperation,"A Foreign Ministry spokesperson on Monday said China hopes the United States will listen to the objective and rational voices of the international community and be a supporter rather than a saboteur of international cooperation in the fight against the COVID-19 pandemic and the origins tracing of the coronavirus.

Spokesperson Wang Wenbin made the remark at a daily news briefing when asked to comment on recent remarks by Jeffrey Sachs, who heads the Lancet COVID-19 Commission.

Sachs said the global response to the pandemic has been wholly inadequate and one of the main geopolitical problems might have been the failure of the United States to work with China for global solutions. He also said ""the United States should learn some good manners to work cooperatively with China, rather than trying to impose its will on that nation.""

Wang told the press that a Swiss epidemiologist, Christian Althaus, had also said that China responded correctly to the pandemic and bought the rest of the world with one to two months to prepare.

Wang stressed that the COVID-19 response and studying its origins call for solidarity, cooperation and the spirit of science. However, some in the United States have time and again tried to politicize efforts on both fronts to deflect the blame for their own botched response.

""Such irresponsible behavior has not only cost the American people dearly, but also become the greatest obstacle in international cooperation in combating the virus and tracing the origins,"" Wang said.

""We hope that the United States can heed the objective and rational voice of the international community, seek solidarity instead of confrontation, take responsibility instead of resorting to blame-shifting, be guided by science instead of politics, and support international cooperation in fighting the virus and tracing the origins instead of disrupting relevant efforts,"" said the spokesperson."
U.S. misleads world on COVID-19 origins-tracing: Bangladesh Post op-ed,"People are seen in the rain caused by tropical storm Henri, in Times Square in New York, the United States, August 22, 2021. /Xinhua

People are seen in the rain caused by tropical storm Henri, in Times Square in New York, the United States, August 22, 2021. /Xinhua

""The United States and a fistful of its allies are trying to mislead the world,"" according to an op-ed by Md Enamul Hassan published in English-language newspaper Bangladesh Post on Wednesday.

""On August 27, the Office of the Director of National Intelligence of the U.S. released a summary of the intelligence community assessment on COVID-19 origins, which is the latest example of America's above sinister intentions,"" Hassan wrote.

The opinion article, which was titled ""The world should adopt scientific attitudes to COVID-19 origin-tracing,"" argued that the U.S. and its allies were determined to foil the scientific and rational approaches of origins-tracing of the virus at any cost.

""They don't care about precious human lives. Their reckless moves compel the world to believe that the U.S. is trying to hide something fishy that happened in its territory by thwarting scientific origin-tracing of the virus, which is a must for saving humanity from the pandemic,"" Hassan added, before urging the international community to adopt scientific attitudes to the origins-tracing of COVID-19.

""They have to ignore every visible and invisible pressure from the U.S., which is crucial to save humanity from the fatal disease and prevent more pandemics in the future,"" he wrote.

According to Hassan, the origins can be traced only by promoting early case search, molecular epidemiology, animal (intermediate) host introduction, and other origins-tracing studies in multiple countries and regions around the world.

The entire process has to be fully guided by scientific evidence and only can be done in a scientific, non-political way, he added.

For more than a year, the death of a San Jose woman named Patricia Dowd on February 6, 2020 was considered America's first COVID-19 death. But a 78-year-old woman, Lovell Brown from Kansas who died on January 9, 2020, has now been found to be the first COVID-19 death in the United States, The Mercury News reported on Thursday, citing data from the Centers for Disease Control and Prevention."
Russia criticizes U.S. report on COVID-19 origins,"Russian Foreign Ministry spokesperson Maria Zakharova has blasted a so-called investigation report on COVID-19 origins recently released by the U.S. intelligence community.

""I would like to note with regret that the publication only led to another round of insinuations around a generally important and, I emphasize, a purely scientific issue,"" Zakharova said at her weekly briefing earlier this week.

She stressed that such steps increased tensions in society and the international arena and impeded joint actions to counter the spread of the virus.

Russia has previously voiced its opposition to the politicization of COVID-19 origins tracing, Zakharova said.

""We consider it necessary to focus on finding ways in which we can develop international cooperation in fighting the pandemic, instead of using this global, human tragedy to settle scores at the interstate level and manipulate public opinion,"" she added."
Lao Foreign Ministry urges science-based COVID-19 origins-tracing,"The Lao Ministry of Foreign Affairs on Thursday stressed that using non-scientific and unprofessional bodies to conduct origins-tracing is counterproductive, after the U.S. intelligence community released a report on the origins of COVID-19.

Read more:

China slams U.S. accusations it obstructed international investigation into COVID-19 origins

""We are of the view that COVID-19 origins-tracing is an important and complex scientific exercise that needs to be conducted based on scientific research and study and requires global efforts and cooperation among relevant specialized international scientists in an inclusive, transparent and location-wide manner,"" a spokesperson for the ministry said in a statement.

The spokesperson also pointed out the politicization of the issue could derail collective international efforts.

""The Lao People's Democratic Republic strongly believes that only through genuine multilateralism, international cooperation and pure scientific research will we be able to overcome the prevailing challenges,"" the statement read.

(Cover: People walk on a street in Lao capital Vientiane, July 21, 2021. /Xinhua)"
Hold Your Horses Ep.14: Old habits die hard,"The U.S. intelligence community reached an inconclusive assessment about the origins of the COVID-19 virus following a 90-day investigation. However, it still managed to sneak in a shot at China. This latest episode of Hold Your Horses posits that blame-shifting and finger-pointing, not scientific origin-tracing, was the holy grail of the U.S. intelligence mission all along."
